# rank.exe refute -- refutation book, one entry per position where the
# book-wearer moves. Lines carry the full continuation to the win, so the
# wearer's own brain is never consulted on a covered line.
# oracle=ab(deep=8,tt,ord,nodes=2m)@3.classic(chip=100)@2
# board=boards/board1.txt	roster=ranking/roster_refute_snapshot.txt
# targets=210	solved=203
# wear it as: ab(deep=8,tt,ord,nodes=2m)@3.classic(chip=100)@2.opener(book,book=26)@1
ad5924f178ef0129 1 6 0
ad6267acb9355535 6 2 5
ad7125a34dffff85 4 4 4
ad8727902c8d6c8c 0 3 1
ad8cfec5715773af 6 6 7
ad98ba94f2ce0e21 0 5 1
ada7e5c72edf90d8 4 1 5
adc371883d669c7c 6 5 5
adccd4063fc6bd1e 7 6 6
adddcd5d434e2edf 4 4 3
ade94a45ac8516af 1 5 0
adf4fba8ab65cdb3 0 4 1
adf8704a8d4ce1c1 5 6 6
ae1358cfb9d3c1dc 5 6 4
ae3322d6ed693789 4 1 3
ae3386ee2802d497 4 5 3
ae510059725f5f5c 2 2 1
ae683aa18a85d821 0 4 1
ae75ab3986fcf9a4 4 4 5
ae772abea4c64862 6 6 5
ae839def9b9dc3e7 3 3 2
ae890da5c3d2b48b 2 5 2
ae8d4c2a19d984db 4 2 5
aea923602060ba5d 0 4 1
aeb7bdc2a397d94d 1 2 0
aec217b4b358ee4d 0 0 1
aecb5edfc05726a1 3 3 2
aecc291aa16f15c0 4 3 4
aef8d12698d05b7f 6 1 5
af3504db909bbe95 1 5 0
af38e5c99326e27e 0 4 1
af3a8c059cc65eb5 1 6 0
af51e290f27ac48e 3 7 4
af55b96027b7bd76 1 5 2
af83ef62a7e8bfce 4 6 3
af9915510c67f93d 0 4 1
afa0970049160822 1 2 0
afa0d1e76d49df60 2 6 1
afa2264e3340a930 2 2 1
afa354ea786c7c0d 3 1 2
afbbfb61509bbb0f 0 7 1
afcbb4f4089a66a0 1 5 2
aff8a36aef6d0139 0 3 1
b03a59528e5a141f 1 5 0
b03f81cc20c65930 0 3 1
b0587543996f8d4b 3 3 4
b06bb07429da15cc 3 3 2
b06e5d5ac6b54a84 0 4 1
b06edde3672586ff 1 5 0
b07dff1b0aefbcb9 1 4 2
b08b5e48a9f92c0d 4 1 3
b0a1f9074a6f372a 2 4 1
b0ad49819de995c1 2 5 1
b0b581508dbc6daf 4 2 4
b104d7039e416a5f 4 5 3
b11d92b1fbd5f402 1 2 2
b1205d5e5d639c75 0 4 0
b128be18fccaaca6 3 1 4
b1295177d75a060c 0 3 1
b1329913e5ddc22a 0 5 1
b134e5ae98265363 1 5 2
b152a609d6e86086 0 4 1
b1663e51f60fe661 7 6 6
b16ed4e1457c1585 1 7 0
b172fc3818bde8de 2 2 1
b175146e0e39a04c 4 5 3
b17bbb6bc2a4e4e1 1 2 2
b18a3879d99e3cf1 2 4 1
b190f38e7d1a2480 2 5 1
b19417f5284e5a27 2 2 1
b1a7e5c21985265d 1 6 0
b1ca2a523c501906 5 1 4
b1d7ba375d8a9d4c 1 1 0
b1e0df3edacbfde3 5 4 4
b1f03083ab6a440d 4 1 3
b20476386d41ce64 0 3 1
b2296c7bb4596c24 2 2 1
b22acd7665f4acff 2 4 1
b22c35b09f4f02e9 3 5 2
b234b34617a5762f 2 1 3
b25eac7c5321860d 2 6 1
b26dc072abd99f48 1 3 0
b280f06a25acf647 0 5 1
b2b36456f8fe222a 4 0 3
b2c374a2add1d74a 7 4 6
b2d2a5c0dcb93421 5 3 4
b2d5fc46ea6ab852 0 3 0
b2e127e7f6a5bfce 3 2 2
b2fe97e4015da62a 0 3 1
b328052158915c0a 3 3 4
b32c81030b6edd8a 4 3 4
b334078b00565159 6 3 6
b348040edbb8c7b4 0 4 1
b35ef6cd01c55106 3 3 4
b380fb98eae67566 5 1 6
b3986632a32cda55 2 7 1
b3a50e4ced1a6da0 2 3 1
b3a904ae0c038555 4 1 3
b3b5629c8c8c7ed5 2 3 3
b3cbc913f429b000 5 6 4
b3d8034e9da1826b 1 1 0
b3dce956eb48c878 1 7 2
b3e58b92c262a09d 5 5 4
b3e5f8c3827cc70c 1 3 2
b3f1a8300268a3d8 1 2 0
b4046e23fde8aaa7 1 4 2
b4128edd3389ea61 6 1 5
b4171a6c86f3e704 4 6 3
b43ffb32945b9949 2 7 1
b4408c48a3246b58 1 3 0
b47d88c058204cd5 0 4 1
b49a9337c191c8fe 2 6 3
b4aa9952ad627cc7 1 3 0
b4d620d533e021b1 0 3 0
b4dc574b5950a805 4 4 4
b4f6f605216f86b3 6 3 6
b4f7e6420b170e0d 7 6 6
b4f8f4c8e3d437c7 2 4 1
b501066ef995ece6 6 3 5
b53f8318a66c5b5a 7 4 6
b547ffcb5331fd07 0 3 1
b5608b68645947cb 3 4 3
b5677cd663d7f145 2 1 1
b56b619a6f4492cb 1 5 1
b59d61489e490d9f 5 7 4
b59ec43f6cad619a 0 7 1
b5a0107e256cc964 3 3 4
b5a3ca92063614b6 2 1 1
b5a41c5ee6177749 7 1 6
b5a5cdd67f36a836 3 1 2
b5b6041b76feb98b 1 7 0
b5bc705be18dc530 1 2 0
b5d0e4712379376c 1 3 1
b5d37ed66a6200e6 5 2 6
b5d6105fc57da80a 4 7 3
b5e2be3c61ab4fd1 0 3 0
b5e5c6ac43660d42 5 5 4
b5eb4fcd21eaba80 1 3 0
b5f08566d9ed7706 5 5 4
b5fa5266b956e886 0 6 1
b61a0d4ee1db5577 4 2 3
b62933bb5b187be9 1 4 0
b6324304e71d3b2d 0 5 1
b63d97bb059d458b 0 4 1
b6488edf81e0db7a 4 1 3
b648b29273061641 1 3 0
b65708812d7851d5 0 2 0
b679637fbf83d9d0 0 5 0
b6803a9e4f163de3 5 4 6
b6a72d893b420d2c 6 5 5
b6a79c26155aafe5 0 5 0
b6ab703444d78d8f 1 3 1
b6b0cfc496f7fac6 2 5 1
b6cb306d51243a30 1 4 0
b6cec1949464e282 1 2 0
b6d6d84d271e4792 3 6 2
b6ee271a4d429fb0 4 3 3
b6f3184ccc56313e 3 3 2
b6f871709069ff24 0 5 0
b6fffbcbf7d4e64a 0 7 1
b7139a53c533dec0 0 3 1
b733ae8b3bfe04de 4 1 3
b73a72cfd9dce478 6 3 5
b740540382de4cb5 2 6 1
b7491bd6f83fd77a 2 5 1
b7761c393c2dfe61 1 3 0
b77a63eab8c46b6c 0 1 1
b788e868f73800d8 1 2 0
b793681d14e4ae45 3 3 2
b7a50056c4af0188 5 6 6
b7ad3ee86ce2cdbe 0 2 0
b7b515ff65595d0d 3 3 4
b7de0acf5a0a0dbb 2 4 1
b819d20203f1e63e 3 7 2
b8208cdb93e73803 1 4 0
b8241075916b41ba 2 6 1
b839fdaf9fefe4de 0 3 0
b83ffc919ca2954d 2 1 1
b842a9c5a68fbe67 2 7 1
b86ae4db00c25a59 4 1 3
b879dcb209c75bc6 2 1 1
b899efd09ca1b1a7 0 4 0
b8b44c0c395c6b9f 1 3 0
b8b51831dfaa67b8 6 1 7
b8bd46e45df5e706 4 1 3
b8ccd2f14260bb7f 5 0 4
b90cac79ebac1323 1 1 0
b913967e3c5d24a3 5 2 6
b91c37193cd67943 2 5 1
b9260ebcf3cd92c9 4 0 3
b939dcef4834901e 0 4 1
b963f954c1fb6ccf 2 4 3
b966fd9eeff7eb54 6 0 5
b9675a29f9ee4642 1 7 0
b98722419159e804 3 6 2
b98e39ac57259ec4 3 5 3
b9c24b4448e449cb 1 6 0
b9cf5ffcfa9a9660 1 4 0
ba1cd0bb01a5cc3b 5 6 4
ba31224f9af237f1 1 5 0
ba393c460481970a 0 4 1
ba3fe4682b2807cc 1 1 0
ba4402843cbda1a2 1 1 0
ba4eabf931d1af58 0 3 1
ba744d98a0c9ac50 0 4 0
ba8b892eb5c7858f 0 5 1
ba8eb3e1e57dff53 3 0 2
ba92a5ad7e21e11f 0 4 0
baac5937bd72aef0 1 2 2
bab94b9d3f8db13d 1 3 2
babc00a770dae638 3 4 3
baddc5bc756b8775 1 4 2
bb00e096cdd3d567 0 2 1
bb3812ad4b741568 4 6 3
bb39da6e12014436 1 3 1
bb3f97c5b43da121 4 2 4
bb4f811967c0c774 3 5 3
bb74923c6bf1c42c 5 6 4
bb75e56c393ce61b 1 4 0
bb805aa4e4138020 3 0 4
bb9100eaf67a30a0 3 2 2
bbb7001d9e82176b 2 1 1
bbd755576b4df576 1 3 2
bbd8d71c34ae4dbd 0 6 1
bbe0bf3d216fd535 2 7 3
bbe4966dd4da28a5 4 3 4
bbfec5baff9e28c8 2 6 1
bc09dca8acbd5568 0 4 1
bc0dfd5fbbaece1d 7 6 6
bc1847df888bf503 1 7 0
bc1f928f67f6aea5 3 4 4
bc2818c2a2b2f082 0 4 0
bc32e83c505ec605 3 1 2
bc60495bce7ae64e 5 4 5
bc648228d973c4ef 4 4 3
bc6c434a1856aa11 3 5 2
bc7790f7d68c8466 0 3 0
bc7fabe0fef9f40d 0 4 1
bcc7f2754bd9bd39 0 3 1
bce911de06dfd9ad 0 5 1
bcfa71fb6668cce1 3 4 4
bd2496c3bc87e0c9 0 3 1
bd39fa481d03db04 4 3 5
bd74ccf109112a6d 3 3 4
bdaf8d79d8469b01 0 4 1
bdcb31740f19cbae 2 6 1
bdd1bd8a78d504ad 0 4 1
be03788eaa159066 2 3 3
be0b9e55476f9057 1 5 0
be3e9c832981d2bb 0 3 1
be437f1c4b82269b 0 0 1
be4a11b7ebe8881d 6 5 5
be648551622730ed 0 2 1
be6948b895c19ca4 6 4 7
be6ca47e525b6992 1 2 0
be70ce13a4631383 3 4 2
be9918a8a82764b8 2 6 3
bebcb8f58a8f0f71 0 1 1
bec982db7f5d137c 4 1 3
bedb1aa74e90067d 2 3 1
bee851dfa2e8480b 6 6 5
bee8b02996502306 5 3 6
beeea2f135f8aa0b 1 5 0
bf2a333c992ea407 2 2 1
bf3e1e6886d4eaa3 2 3 3
bf5334db881312a5 0 2 1
bf56d2a308f56859 2 3 1
bf5c60b954f48006 1 4 0
bf94fafe8c382be9 6 6 5
bf9c4479af508ff3 0 2 1
bfb77b53f659f336 5 1 4
bfbc866c7a0686b6 5 4 4
bfc0ec774d95a8db 0 6 1
c00971dbc9d688a5 3 2 2
c00a093dd5970a1f 1 4 0
c010a81a88892d28 2 2 2
c011cb890ded75b7 1 4 0
c03b7f80539966e9 5 1 4
c04c57d7de8d9147 1 6 0
c0575958bcf03599 4 5 5
c05994adf51db8fd 2 4 3
c0684a4f5379dd5a 2 0 2
c06c31f5ae8086d4 1 3 2
c06fce9c82692fe8 2 3 3
c0a1e9e2409757ae 5 6 6
c0aa3c897f6f8d7d 5 3 4
c0ab4cd90f71f0cd 0 2 1
c0d99316b73c780d 2 0 1
c0dc84e28e307558 4 3 3
c0e77eb246ba7b73 5 2 4
c0eca07c95892471 0 4 1
c0ecce6817e33594 0 4 0
c0f2ec0a82293593 2 6 1
c0fd2e11cbe2f7bc 1 1 0
c11663a8975d19d6 6 5 5
c117e659f1058eda 0 5 1
c11839f44d29f42a 0 4 1
c130bf6895d63955 0 5 0
c1a618905bd69f25 3 7 2
c1be6e692608369b 1 1 0
c1e45d833cdfda93 1 4 0
c1f150739471ca8d 0 4 1
c2013245d29a361d 3 3 3
c20c4a3f5e20c805 5 2 4
c212e831abcb8c67 5 1 4
c23c7a8ddea7e1cb 4 0 5
c243e1333e4cef5f 2 1 1
c2506a836ec73f51 3 2 2
c266a47de6169392 5 0 5
c26a4b84ab72ebec 1 2 1
c2716352464976fe 3 6 2
c2a0b1016292604a 4 6 3
c2ba6cbde5052dc1 0 4 1
c2c009a792815989 4 6 3
c2c43bdb974bc0c9 2 4 3
c2d32f9cccbf75c3 5 3 4
c2dd58d66ca24ce5 5 4 6
c334712dac37bc82 1 4 0
c34b469534611815 4 1 3
c362225002899507 1 5 0
c372c7963554da2f 4 3 5
c37cafa4b325beba 2 4 3
c385f15c1330b52a 2 3 3
c3898e32e7944ab5 4 2 3
c3a9118064b467b7 2 1 1
c3b92bc18eaa449c 2 3 2
c3cb628562123654 1 4 1
c3fb942441bfe684 1 0 2
c405942ee6775401 4 4 4
c41d88355a137082 0 3 1
c44c6162f4846b21 2 5 3
c44f2ecad1fd592b 2 5 1
c45ec08e8f1ce01b 3 1 2
c465236357063323 6 5 7
c48bf2a1f33a4d6d 2 0 1
c4abfe9bff708ee3 3 3 3
c4be2256a0924471 0 6 1
c4cb101b5bde89f5 2 1 3
c4fc06e9fd7f320b 5 1 4
c51ba2ea3f1efd7f 2 7 2
c57557bbda7abd58 6 2 5
c5888356e43fde5e 3 6 2
c5c4580d5db4e774 0 4 1
c5c6e5ef721f1c6f 5 5 4
c5fb3594d68f520e 0 2 1
c6313c4500e22a99 2 6 1
c6594487f1e593df 3 6 2
c665ee398a464f25 2 6 1
c66681aca7a2e01f 5 2 4
c6ad8c205068dc92 3 2 4
c6c9e3878e53b4f8 3 4 3
c6dcb15a3f741b16 3 1 4
c6dfc9861eaca86e 2 1 1
c71bd7f3f99ca42b 1 1 0
c730fd3e96c0ccd3 7 1 6
c7331306e744af0b 0 7 1
c7491d7ecfe4ecbf 1 5 0
c749a2f405ad5fe1 4 2 3
c7534e6de71ad60b 1 6 0
c771851bededb0ce 1 0 2
c77900cd201e342b 4 6 3
c78e8509cddbdf20 3 3 2
c7ad71070a6f9832 3 2 2
c7b747fd1a610805 6 5 5
c7b8c9bdfdbd070f 3 5 3
c7d7b508684b15f4 4 6 3
c7e7227c43306be9 6 4 6
c7fad7bb48d99c02 1 7 0
c808fe713ca14625 1 3 2
c8232f27a8b1345a 4 5 5
c8278cbf60798f90 1 6 0
c83fb1ac2f2b34b0 6 5 5
c843ae2afd86c98b 1 5 0
c84e315b2b85aef5 2 4 3
c88511b4e1dd6f3d 1 6 0
c888c46139f10d26 4 6 3
c898a292465802e3 1 6 0
c8acb8a281db9f87 4 3 4
c8c495e2cd5f99c9 0 5 1
c8cea13c732beae2 2 5 1
c8f185e80426a02e 4 3 3
c9399d2051a99d6e 0 4 0
c9418a7a38b4027e 3 2 2
c948be5cfb9fa139 0 3 1
c9515a8b7a263ebd 6 1 5
c962369e26163f02 0 4 1
c965bb95c3e985fd 0 5 1
c9744f1a3697ca88 5 3 4
c97ad18799535f71 5 3 4
c984c4d0d6144185 3 3 4
c99e9d3589b997ed 5 4 6
c99f4b78a29d1282 1 2 0
c99fc2de01a36db2 1 5 1
c9bac58964f88e82 1 3 2
c9bf0af5113e614f 0 4 1
ca0b0d888232bc69 0 4 0
ca286791d7cd5880 0 5 1
ca8948f8a0109b2b 2 4 3
ca9831100ec75916 6 5 6
caadead94ef6219e 2 4 3
caaf2a959a8795ef 5 7 6
cab130011b89f627 3 3 3
cab1c15cbdfdf1a5 0 2 1
cabeee751d45d344 1 1 0
cae8282cabed4412 0 3 1
cb0543b9e209ec81 1 6 0
cb0723251c6e22e9 3 6 2
cb167774a6e8d031 3 7 2
cb25851ebece3656 0 3 1
cb46f7401f8b6369 0 3 1
cb58777318da020f 3 4 3
cb6a3c049b564759 3 5 4
cb6b30f0fbb9ba5a 4 1 3
cb88297bd8809a5d 2 3 2
cb9fc0aaed099bc9 1 5 1
cba6a415194d10a7 1 2 2
cbafb5235decf0ff 1 5 0
cbccf4c84f0da410 2 1 1
cbcff65cb0d3b25d 5 4 4
cbe7bcdb6c126861 0 4 1
cbf05bc319e107cf 4 5 3
cbf1af2de8622fd0 2 2 2
cbf69be47b62ac79 4 5 3
cc16e203b00aa21d 2 1 1
cc1bb1be27bdcdf8 4 2 3
cc2521f4d0cadea0 2 6 1
cc2763c508e1bd1f 4 3 4
cc27f98132e6abeb 1 5 2
cc3f849e7e16a34a 1 5 1
cc4ba648eda27daf 3 6 2
cc67da5d0a050ade 4 7 5
cc70dfa71e5b4284 5 6 4
cc76a9c6b239eedf 1 3 0
cc7c2e4a10e50bb1 0 2 1
cca053b5bccc4ff1 4 1 3
ccaae10730b9169f 6 5 5
ccc15abac0b1169c 3 5 2
cce40def8ba27a40 3 2 2
ccec8389b0d8759f 3 3 4
ccfa3187fc9eccd0 1 3 0
cd14b3de9d99460d 1 4 1
cd1fe7d4b2547f9d 5 6 4
cd4635784dcdc029 1 2 0
cd6965f50473cf41 1 4 0
cd728e030c461f1f 0 5 1
cd7fd3995195da89 0 2 1
cd977e5616ff7e26 2 7 3
cda19da168d979dc 5 2 4
cdb635408a9a7f13 2 0 1
cdb73de99414c0a6 4 4 4
cdcdb6646506b8bd 4 2 3
cddc62e127a92e41 0 3 1
ce0059213799271f 0 4 0
ce07a132114f2fe1 1 0 0
ce2a8bc9f2baa177 1 3 0
ce2eb5659cb32530 5 1 4
ce51feec19b22989 0 3 1
ce85a0f5046fe532 3 5 3
ceba3ceaf10d8515 0 3 0
cef04065b1304917 4 6 5
cf262999ff0dd18c 0 3 0
cf3010e953160a59 7 2 6
cf41a3149ab6b3ff 2 6 1
cf502c633dd4068c 1 5 2
cf6bcf4828b004b9 4 5 5
cf6dffe76325b24a 1 4 2
cf71e569f0e4ac39 4 2 3
cf79451a084d6c01 2 3 3
cf7d67a242158272 1 2 0
cf8dbd4e0a06f406 2 4 3
cf92d4a390d4874e 2 1 1
cfa1391e2ba28def 3 3 2
cfb8215830c6c25f 1 3 2
cfb8e7bd056baceb 0 3 0
cfb94135634e488b 3 6 2
d015dc408fa7d0ee 0 4 1
d01d052ad463ccbb 2 1 1
d01f12ddf92c9edb 5 1 4
d02d5e74f7d211d7 4 4 3
d035d38fabf3c4eb 0 7 1
d0446ae393ceeb37 1 3 2
d04e5ae3567656b1 2 4 2
d066d8178564a532 4 3 5
d078af42f8b4dff9 1 5 0
d090f4df6ffa6521 1 5 2
d0bd360fd5b6ea3f 4 1 3
d0c1b793eb477b79 0 5 0
d0ce4cf4149d2bdb 4 2 5
d10f10915ed70ca5 1 2 2
d11bf652b3d56b66 2 1 1
d11d6958824e9b20 1 2 2
d11dae8bdab5e0ff 1 4 2
d121ff233b9ff43b 0 4 1
d15f5e3db960f2c8 1 1 0
d1687b2e77b9fd97 3 1 2
d169119d8292dc57 4 3 4
d16e6261a1a1e47e 1 3 1
d1717e0b885b1a5f 2 3 1
d176f668922cbafc 2 7 3
d17758b4b199ab11 0 4 1
d18eebc76197e6a4 0 7 1
d1b2c17c7a0548c8 2 5 2
d1c8d0ebac5a7a1c 3 4 4
d1e9716d2d7780fa 2 3 2
d20e036d04ef32e5 3 1 2
d20eb94f7d4bdf97 2 1 1
d2139be0442fd8d2 4 3 3
d25b65dbc873cabd 0 4 0
d268e4008da1d2c8 3 2 2
d2783afdfba6f8a3 1 4 0
d27973c8a1cee6f1 5 6 6
d28055d0d692b76b 1 7 2
d28cf9d8b02f1341 2 5 2
d294a0352889d6a1 1 3 2
d29b0a7f6fce5995 4 0 3
d2c328253dd3dd7a 4 2 3
d2df35fcf8d9a6f6 0 2 0
d2f29c20f43a5708 1 6 2
d31f567b95a885a5 1 2 0
d32a5f438aff0afc 1 2 1
d38b4a65c4acec0a 2 3 3
d39ff357fa23e59a 1 2 2
d3a942bdebe3cb1b 2 2 1
d3b097ce6abeac5c 0 2 1
d3bf3dee049ee8c1 2 5 1
d3d730ded6ab8087 4 6 3
d3df84599856d6db 1 7 2
d3e55ec47f78415b 3 3 4
d4034048007ec09c 0 3 0
d4140b0877ec9715 2 6 1
d4838c2b94dcd25e 2 1 1
d488598b775d44da 5 4 6
d48c8df4f532b234 6 2 5
d4962e44d104f57e 4 4 3
d497966e49abb6f6 3 6 2
d4a3ca6cc603cff7 0 2 0
d4b9d153a7a0bd64 2 3 3
d4d109ec67c2ea16 6 1 5
d4e78686441c15af 6 6 5
d4e96398ff9ad8c8 1 4 2
d4ebad7d913f0927 4 5 5
d501e66808ac097c 3 1 2
d511d12904c3ac3c 1 3 2
d5149f22d77512ef 6 6 5
d53cd2835482d804 4 3 5
d586d5cc3f6b9327 0 3 1
d58c45325b711b6c 1 2 1
d598f230f95288db 1 1 0
d59f934fe0cc2d48 4 7 3
d5b10cef7f0c948f 1 4 2
d5b317fb61641f68 1 5 0
d5b50f7a1e96b51a 2 1 1
d5b9ddeebc314791 1 4 0
d5c66ccc3d59f3d4 5 6 4
d5d7555ab8baf1f2 1 1 0
d5dcf7e3d94290ae 3 5 2
d5de3f21194d6177 1 1 0
d5edcbceb9e48caf 1 5 0
d5f254e5da43a081 1 0 0
d5f39ba9729d9888 0 0 1
d6631f3049455e81 2 0 1
d669e26a99fe70df 1 5 0
d680e690b68bd420 3 2 4
d6932ad08b61a1c6 1 2 0
d6b6710b1f43e1d3 3 1 2
d6b84206e94e1693 1 4 1
d6bdc0454fd16069 6 5 5
d6c1d44e930753e9 4 1 3
d6d7ba967434cf6f 5 1 4
d6e845b1b4f72c6a 1 4 0
d70ba9d0ffbae4e8 1 4 0
d7307f53f123c94c 2 5 1
d738d56204ca3329 6 3 5
d73c7a84882600a7 1 6 2
d755bef1cb80808c 0 3 1
d76c2e2ad0695323 5 5 4
d7966ca8e137842b 3 7 2
d79c88b73d5f35d7 6 2 5
d79cb9232b4d77e9 5 2 6
d7bffe0b4ed1cb11 0 5 1
d7c47f03abea3a4d 0 7 1
d7cd92e0e2392ff7 4 3 4
d7f494f70836b9be 1 3 1
d7fee2111ceed096 1 3 0
d80a0cd508578fb4 5 2 4
d80b4eb67d8e80d9 1 2 0
d8183b62932361cd 3 1 2
d82886794a0ea941 6 3 5
d82d2e15fab92dd8 2 4 3
d83d2b2dad07287c 1 2 0
d86908c949b6a5f3 3 2 2
d86c0a24afcc678d 4 6 3
d873de4908728faf 0 3 0
d87ea2d13dc0a425 3 3 3
d8979ec8b6cec57b 1 3 2
d8ba0433bc6c8d97 6 1 5
d8d4c6cc27159e0e 6 1 7
d92438728a7ac65c 2 6 1
d9509012fbccdbac 3 5 2
d9529267bb6e9fe6 1 4 1
d96e46f6addc906d 2 3 3
d99dc4d36ac6f662 0 0 1
d9aa39fdebd361ca 1 4 2
d9ab2617f136c228 0 5 1
d9b927e8100081f7 6 2 7
d9c04bc3777c7b9b 2 5 1
d9d89faaa3509c35 1 3 2
d9eca599d680aa41 1 3 2
da2d249be4cacdb4 2 5 1
da38ef08a712d8e6 2 3 3
da3d3112fc1539b5 1 6 0
da642b678a5672a1 0 4 1
da6a4d0886bd0d54 2 3 2
da77e50c29b2a357 1 5 0
da7f392d5ee9d94b 1 4 2
da8af1f0ed4a17ed 6 5 6
da963fafb00b2a25 1 4 2
da9957073f163b4c 4 1 3
da9f79602cd1fc93 3 2 2
da9fea9c02ff361e 2 5 1
daa8e7960e5d821b 4 4 5
daab46a8919bceab 0 3 0
dab41c5d27272cc2 1 4 2
db19cf29eb3e1b02 2 5 2
db2adfd276325165 4 5 3
db2bb2cabbb7b8bb 6 5 7
db30d5363ec90dc4 5 4 4
db587b3731625ab1 2 0 3
db59ebf612b880fd 0 2 1
db856ec819eb44a7 5 5 4
db85b3ea9c7433aa 2 3 1
dba529e80e7b8817 0 4 1
dbb8ddeac414600e 1 0 0
dbc3302c11ebea5a 3 2 2
dbc650304124445e 4 5 5
dbd01ac231034f93 3 0 4
dbdd1a434d6375ce 1 3 0
dbde40eda8ab1fac 0 3 0
dbef8fef398800e7 3 3 2
dbf0cf648fe7123b 1 6 0
dbfd938b30375d70 2 4 1
dc0edbf1d9a9fb04 5 2 4
dc22b502e3f03faf 4 3 5
dc590967a3da3b74 4 5 3
dc78ce06958fb12f 0 4 1
dcb33f3f98f778c4 4 5 5
dcd7c1768240d308 6 4 6
dcd80c19f77c25fc 4 4 3
dcfcbe9cb81f5537 4 2 3
dd28c6abdaadb76d 3 5 4
dd38d3abbd8f13ee 3 1 2
dd525e3663d4ca6d 1 5 1
dd57764420076b16 0 5 1
dd7fff2186a9ba31 2 4 1
dd9d7b53c7824fbb 3 6 2
dd9e1334ec723842 1 5 0
ddbf774ae21ef7c4 7 6 6
ddc2cf172d104a16 3 3 3
ddd3f87595ae4ac5 3 4 3
ddea76da81c8775b 5 3 4
ddf3354e74de23e8 3 0 4
de03207b293084ee 1 7 2
de0ba2136ca06ddf 3 2 2
de13616def0c41f9 5 5 4
de34411b5151ff63 0 5 1
de3772accc6ad91f 4 2 3
de4971342fdfad31 2 6 1
de5603ae2ef0a1ec 3 1 4
de6cfc395bb2ba2c 1 2 0
de7701fd466f138c 7 3 6
de8708964e703405 3 3 2
ded259a5943ab3ac 1 3 0
dedc33f05b0222ea 5 1 4
dee265449e4e05a6 0 4 1
df001f1d20e31a42 0 2 1
df10a2b48f236c30 5 2 6
df16ef655137840c 5 4 5
df19c44c3c0b562b 7 5 6
df1d368edccc881c 0 3 0
df2db0aef0290c8f 1 0 0
df40397633097eac 0 5 0
df421dfb9ec4c8dc 2 3 1
df46072b7852000e 2 2 2
df46e9032586bb52 6 0 5
df49f87bce08577f 5 5 6
df5136ee3af2c110 2 5 3
df54abc6d84607ec 2 4 3
df602bf8fe79574c 1 4 0
df6ac072f68b03ab 2 0 3
df791fb663bc5c77 3 2 2
df7a719f5fafd88e 0 5 1
df7da72a43f552db 3 4 3
df840a6d416916b3 1 1 0
df845f173f3cad3e 0 5 1
df891439682bf6da 1 4 2
df8960c19f671b4b 2 5 1
df942293a155ad4a 3 2 2
dfab8559d3ddeb44 4 5 5
dfae7fcca646df41 0 4 1
dfdaa6031f4e575c 3 3 3
dfe033e7a2e9b289 0 6 1
dfedb61e662a310d 3 1 2
dffe2d2ccd1a8d19 3 3 3
e004b374b965eeef 3 2 2
e039018703b53e2a 3 6 4
e047135f485ba374 4 2 3
e0521ed15d91d214 7 5 6
e05be343363c1a8e 3 6 4
e061180a925b8dd4 2 5 1
e0640578e3d675bb 4 5 3
e0767522c1e26b02 3 2 4
e0959595fa212531 1 7 2
e0c99954b91f6d36 5 5 4
e0f217882276ba48 4 1 3
e0febe244c7ee037 2 3 1
e107d6be5499591c 3 7 2
e13281b4ef1ae459 2 5 1
e136444fd682a2ed 1 6 0
e138c64cee3c7f37 4 1 3
e1427e3dc49f90b9 3 5 2
e14400d6e2caae16 2 5 2
e1462f016d5c1720 1 3 2
e153a76575ea85c1 2 3 3
e1656542a574cbf1 4 3 5
e1768eb218061a52 5 2 4
e19878c08df138d1 3 2 2
e19ef28bc5b15311 3 4 4
e1b567eac5397402 0 3 1
e1c3743a29fbdb64 1 2 0
e1d62a9f72e18594 0 4 1
e1f8b705606b20fa 3 4 4
e20404fcbe3f873f 2 2 3
e20d681038b3b4f3 1 4 2
e22bb47b8924cb66 0 3 1
e23272477a9e0c43 1 5 0
e2619ba2034c5bcf 5 4 5
e26b94a90ad7ffa7 4 1 5
e27b979722087dd7 1 3 1
e2941e48fcace205 5 5 4
e29f159372b440eb 1 3 1
e2a62e11da7d4d14 0 4 1
e2b35c90153a936a 1 5 0
e30d268296e6b108 5 4 4
e312e29148331437 3 3 4
e3376093a63e1e3c 2 3 1
e343b907147db37b 3 4 4
e359bb7fad4e8d2f 3 3 2
e35f343979c23b38 0 7 1
e364afdda80b9c97 2 1 1
e36802364e162d23 1 4 0
e3684deb82c9d59e 3 3 4
e393e8cf55024082 1 7 0
e395314d0b6f7c54 0 4 1
e39910bfa7d47910 1 3 0
e3aace8e9809d13d 2 4 3
e3b7326e7aea15e9 1 7 2
e3bc214db6257bed 0 7 1
e3ca5294410d6d97 5 4 4
e3caaea5438582e9 1 6 0
e3ccf9e2ae9582e1 7 2 7
e3dc8fc522b05907 0 4 0
e3dee788e1b50416 1 4 0
e3dfc2b3ef82b453 1 0 0
e419362f3fee8625 2 2 1
e41dfa574dcb9408 2 2 1
e44b17d1ca4fffd6 1 2 0
e45dd00321a3ad0e 3 7 2
e47aaeac28db84ac 5 5 5
e481f233a8294cff 1 3 2
e491928d783d2740 3 3 4
e495ffeb9dafaaee 0 5 0
e4c21fd9466d6228 2 2 1
